OSM_ESTIMATED_HEIGHT_M,levels_clean,DISTRICT,RERA_ID,PROJECT_NAME,PROMOTER_NAME,LOCATION_PIN_CODE,LATITUDE,LONGITUDE,PROPOSED_DATE_OF_COMPLETION,REVISED_PROPOSED_DATE_OF_COMPLETION,EXTENDED_DATE_OF_COMPLETION,PROJECT_TYPE,PROJECT_AREA_(SQMTS),RECREATIONAL_OPEN_SPACE,SANCTIONED_FSI,DATE_LAST_MODIFIED,CASES_COUNT,COMPLAINTS_COUNT,NUMBER_OF_APPARTMENTS,NUMBER_OF_BOOKED_APPARTMENTS,NUMBER_OF_BASEMENTS,NUMBER_OF_PLINTH,NUMBER_OF_PODIUMS,NUMBER_OF_SANCTIONED_FLOORS,NUMBER_OF_STILTS,TOTAL_NO__OF_OPEN_PARKING_AS_PER_SANCTIONED_PLAN_(4-WHEELER+2-WHEELER),NUMBER_OF_CLOSED_PARKING,SOURCE_REGION,CLEAN_PODIUMS,NON_RESIDENTIAL_FLOORS,RESIDENTIAL_START_FLOOR,TOTAL_LEVELS,HABITABLE_RESIDENTIAL_FLOORS,PODIUM_PARKING_RANGE,REFUGE_FLOORS,EST_FLATS_PER_FLOOR,FINAL_FLOORS,CLEAN_BASEMENTS,STRUCTURAL_HEIGHT_M,GROUND_ELEVATION_MSL_M,TERRAIN_HEIGHT_M,BUILT_VOLUME_CBM,HEIGHT_TIER,BASE_ULPIN_ID
21.7,7.0,Mumbai City,P51900011568,AZAD RESIDENCY,DUDHWALA CONSTRUCTION,400008,18.9671396,72.8286571,31-12-2019,30-12-2025,0,Residential,477.84,0.0,3030.81,03/22/2024,0,0,24,3,1.0,1,0,23,1,0,29,mumbai-city,0,1,2,7,6,Ground to Floor 1,,505,23.0,,71.3,10.86,10.86,4489550.98,High-Rise,IN-MH-MUM-P51900011568-18967
21.7,7.0,Mumbai City,P51900007614,EKDANT,ZENIA REALTY,400008,18.9671396,72.8286571,,,0,Residential,555.67,0.0,4728.07,02-12-2024,3,0,62,44,2.0,1,0,23,0,0,0,mumbai-city,0,0,1,7,7,Ground Only,,9,7.0,,21.7,10.86,10.86,8144464.64,Mid-Rise,IN-MH-MUM-P51900007614-18967
21.7,7.0,Mumbai City,P51900005216,Godrej Avenue Eleven - Tower A,GODREJ RESIDENCY PRIVATE LIMITED,400008,18.9671396,72.8286571,31-12-2021,30-12-2023,12/31/2028,Residential,8430.85,1208.79,51131.88,02/23/2024,67,10,223,100,3.0,1,6,66,1,0,656,mumbai-city,6,7,8,8,1,Ground to Floor 7,,51132,66.0,,204.6,10.86,10.86,1336364152.54,Skyscraper,IN-MH-MUM-P51900005216-18967
21.7,7.0,Mumbai City,P51900016554,BELLAGIO,ESTELLE ESTATES & INFRASTRUCTURE PRIVATE LIMITED,400008,18.9671396,72.8286571,30-12-2023,30-12-2023,0,Residential,1382.9,0.0,5859.91,03-11-2024,0,1,89,0,0.0,1,3,22,1,0,1,mumbai-city,3,4,5,7,3,Ground to Floor 4,,1953,22.0,,68.2,10.86,10.86,25121375.57,High-Rise,IN-MH-MUM-P51900016554-18967
21.7,7.0,Mumbai City,P51900005018,MARIAM RESIDENCY,DARVESH PROPERTIES PRIVATE LIMITED,400008,18.9671396,72.8286571,,30-06-2021,12/31/2023,Others,1064.24,0.0,4552.38,12/27/2022,0,0,18,18,0.0,1,3,14,1,0,65,mumbai-city,3,4,5,7,3,Ground to Floor 4,,6,7.0,,21.7,10.86,10.86,15018957.16,Mid-Rise,IN-MH-MUM-P51900005018-18967
21.7,7.0,Mumbai City,P51900007576,Golden Residency,GOLDEN REALTY,400008,18.9671396,72.8286571,31-12-2020,30-12-2022,12/30/2023,Residential,1297.68,84.2,7405.84,02/26/2024,0,0,307,114,0.0,1,4,33,0,0,103,mumbai-city,4,4,5,7,3,Ground to Floor 4,,2469,33.0,,102.3,10.86,10.86,29792272.4,Skyscraper,IN-MH-MUM-P51900007576-18967
21.7,7.0,Mumbai City,P51900008636,Elegant Residency,Best Enterprises,400008,18.9671396,72.8286571,31-12-2022,30-12-2023,0,Residential,363.71,0.0,2994.16,03/15/2024,0,0,56,20,0.0,1,0,23,0,0,19,mumbai-city,0,0,1,7,7,Ground Only,,428,23.0,,71.3,10.86,10.86,3375918.39,High-Rise,IN-MH-MUM-P51900008636-18967
21.7,7.0,Mumbai City,P51900007804,THE SERAI PHASE - 1,KATHAWALA REALTORS LLP,400008,18.9671396,72.8286571,31-12-2022,30-06-2023,12/29/2024,Others,6990.29,754.04,19158.5,03/22/2024,0,0,418,0,2.0,1,5,21,0,0,0,mumbai-city,5,5,6,7,2,Ground to Floor 5,,9579,21.0,,65.1,10.86,10.86,415162759.99,High-Rise,IN-MH-MUM-P51900007804-18967
21.7,7.0,Mumbai City,P51900006756,Tower 52,Tamir Enterprises,400008,18.9671396,72.8286571,31-12-2019,31-12-2019,0,Residential,248.33,0.0,2688.52,04-06-2023,0,2,32,32,0.0,1,0,23,0,0,0,mumbai-city,0,0,1,7,7,Ground Only,,384,23.0,,71.3,10.86,10.86,2069684.53,High-Rise,IN-MH-MUM-P51900006756-18967
21.7,7.0,Mumbai City,P51900003349,KSA ELAF,Shezad Abdul Aziz Reshamwala,400008,18.9671396,72.8286571,31-12-2018,31-12-2018,06/30/2023,Residential,627.93,0.0,2915.24,05/29/2023,0,0,21,21,0.0,1,3,16,0,0,30,mumbai-city,3,3,4,7,4,Ground to Floor 3,,729,16.0,,49.6,10.86,10.86,5674756.62,High-Rise,IN-MH-MUM-P51900003349-18967
21.7,7.0,Mumbai City,P51900001206,KSA ROYALE,M/S.KSA DEVELOPERS,400008,18.9671396,72.8286571,30-06-2021,30-06-2021,03/31/2024,Residential,762.55,0.0,7246.0,05/29/2023,2,0,68,68,0.0,1,2,23,0,0,47,mumbai-city,2,2,3,7,5,Ground to Floor 2,,1449,23.0,,71.3,10.86,10.86,17128855.63,High-Rise,IN-MH-MUM-P51900001206-18967
21.7,7.0,Mumbai City,P51900012009,ANZAR ELEGANCE,MITHILA DEVELOPERS,400008,18.9671396,72.8286571,31-12-2020,30-12-2021,12/30/2022,Residential,936.64,0.0,3380.46,03/21/2024,1,0,16,0,1.0,1,5,19,0,0,0,mumbai-city,5,5,6,7,2,Ground to Floor 5,,1690,19.0,,58.9,10.86,10.86,9815449.57,High-Rise,IN-MH-MUM-P51900012009-18967
21.7,7.0,Mumbai City,P51900005526,ALLANA MANSION,K. LIVING ESTATES PRIVATE LIMITED,400008,18.9671396,72.8286571,31-03-2019,31-03-2019,03/31/2024,Residential,1282.62,0.0,2712.89,11/28/2023,0,0,14,12,0.0,1,0,19,1,0,1,mumbai-city,0,1,2,7,6,Ground to Floor 1,,452,19.0,,58.9,10.86,10.86,10786781.61,High-Rise,IN-MH-MUM-P51900005526-18967
21.7,7.0,Mumbai City,P51900007117,BAUG E UMAR,MAHANAGAR CONSTRUCTIONS PRIVATE LIMITED,400008,18.9671396,72.8286571,31-12-2021,30-12-2022,12-10-2023,Residential,426.17,0.0,2335.25,05/18/2023,0,0,20,20,0.0,1,5,20,0,0,8,mumbai-city,5,5,6,7,2,Ground to Floor 5,,1168,20.0,,62.0,10.86,10.86,3085161.83,High-Rise,IN-MH-MUM-P51900007117-18967
21.7,7.0,Mumbai City,P51900004897,DUDHWALA AQUAPEARL,DUDHWALA REAL ESTATE AND INVESTMENT,400008,18.9671396,72.8286571,31-12-2021,30-12-2022,0,Residential,4994.18,775.04,16129.09,03-02-2024,0,0,165,140,2.0,2,3,47,2,1,325,mumbai-city,3,5,6,7,2,Ground to Floor 5,,8065,47.0,,145.7,10.86,10.86,249709893.96,Skyscraper,IN-MH-MUM-P51900004897-18967
21.7,7.0,Mumbai City,P51900010561,KSA GRANDE,M/s.FABER CONSTRUCTIONS,400008,18.9671396,72.8286571,31-12-2018,31-12-2018,06/30/2023,Residential,396.32,0.0,4274.29,10/24/2023,0,0,36,36,0.0,1,2,23,0,0,36,mumbai-city,2,2,3,7,5,Ground to Floor 2,,855,23.0,,71.3,10.86,10.86,5251358.5,High-Rise,IN-MH-MUM-P51900010561-18967
21.7,7.0,Mumbai City,P51900030602,Infinity Residences,Infinity Associates,400033,18.99373016,72.84475326,31-12-2028,31-12-2028,0,Residential,6439.85,243.29,11753.89,02/20/2024,2,0,212,121,0.0,1,0,40,0,0,66,mumbai-city,0,0,1,7,7,Ground Only,,1679,40.0,,124.0,12.19,12.19,234649194.4,Skyscraper,IN-MH-MUM-P51900030602-18993
21.7,7.0,Mumbai City,P51900002984,RATAN LUXURIA RATAN ANNEX,SHRI NAKODA ENTERPRISES,400007,18.964914,72.815246,31-12-2015,31-12-2018,0,Residential,1947.33,151.01,5841.99,08-08-2018,0,0,43,15,1.0,2,4,43,2,0,53,mumbai-city,4,6,7,7,1,Ground to Floor 6,,5842,43.0,,133.3,10.75,10.75,35266475.4,Skyscraper,IN-MH-MUM-P51900002984-18964
21.7,7.0,Mumbai City,P51900011221,ANANTAYA APARTMENTS,Sanskriti Developers,400004,18.953026,72.822213,31-12-2019,30-12-2021,12/31/2024,Residential,1036.79,0.0,3994.13,03-04-2024,0,0,25,19,1.0,1,0,37,0,0,47,mumbai-city,0,0,1,7,7,Ground Only,,571,37.0,,114.7,10.15,10.15,12837329.53,Skyscraper,IN-MH-MUM-P51900011221-18953
21.7,7.0,Mumbai City,P51900020397,SANGHVI PARSSSVA EXCELLENSEA,SANGHVI PARSSSVA ENTERPRISE LLP,400004,18.9535081,72.8175072,30-12-2023,30-12-2023,12/29/2024,Others,928.93,0.0,3731.02,01/13/2024,6,0,16,6,1.0,1,0,23,0,0,0,mumbai-city,0,0,1,7,7,Ground Only,,533,23.0,,71.3,10.18,10.18,10744154.87,High-Rise,IN-MH-MUM-P51900020397-18953
27.9,9.0,Mumbai City,P51900004714,Iora,Verain Commercials LLP,400007,18.965277,72.813163,30-06-2021,30-06-2022,06/29/2023,Residential,2141.32,121.0,8672.34,02/13/2024,0,0,53,49,3.0,1,7,42,1,0,1,mumbai-city,0,1,2,9,8,Ground to Floor 1,Floor 8,1084,42.0,,130.2,10.76,10.76,57567790.78,Skyscraper,IN-MH-MUM-P51900004714-18965
15.5,5.0,Mumbai City,P51900012124,BAYVIEW HEIGHTS,HIND CONSTRUCTION,400028,18.918784,72.831864,30-06-2018,31-12-2018,0,Others,250.46,0.0,1013.93,01-11-2019,0,0,15,13,0.0,1,0,16,0,0,16,mumbai-city,0,0,1,5,5,Ground Only,,203,16.0,,49.6,8.44,8.44,787241.61,High-Rise,IN-MH-MUM-P51900012124-18918
21.7,7.0,Mumbai City,P51900008056,BISMILLAH RESIDENCY,NIRBAN INFRASTRUCTURE PVT LTD,400008,18.96211,72.831769,31-12-2017,31-07-2018,07/31/2019,Residential,835.29,0.0,3443.17,12/30/2022,0,1,57,57,0.0,1,6,23,1,0,44,mumbai-city,6,7,8,8,1,Ground to Floor 7,,3443,23.0,,71.3,10.61,10.61,8915740.95,High-Rise,IN-MH-MUM-P51900008056-18962
12.4,4.0,Mumbai City,P51900002599,AMOGH,Bhalchandra  Wadnerkar,400012,19.014175,72.827072,31-10-2017,31-12-2017,0,Residential,306.86,0.0,1145.2,12-06-2021,0,0,8,5,0.0,1,0,9,1,0,1,mumbai-city,0,1,2,4,3,Ground to Floor 1,,382,9.0,,27.9,13.21,13.21,1089389.82,Mid-Rise,IN-MH-MUM-P51900002599-19014
21.7,7.0,Mumbai City,P51900004172,Lifescapes Kshitij,Roxina Real Estate Pvt. Ltd.,400002,18.95305298,72.82629964,31-12-2022,30-12-2023,11/29/2024,Residential,5810.71,1069.38,15262.71,03/19/2024,6,4,213,108,1.0,1,8,43,2,0,204,mumbai-city,0,2,3,7,5,Ground to Floor 2,,3053,43.0,,133.3,10.15,10.15,274930263.03,Skyscraper,IN-MH-MUM-P51900004172-18953
21.7,7.0,Mumbai City,P51900013345,Kashinath,QASWA ENTERPRISES,400002,18.947995,72.833061,26-12-2022,26-12-2023,0,Mixed (Plots & Buildings),724.08,0.0,5950.8,11-01-2022,0,0,147,0,1.0,1,0,23,0,0,0,mumbai-city,0,0,1,7,7,Ground Only,,850,23.0,,71.3,9.9,9.9,13357451.32,High-Rise,IN-MH-MUM-P51900013345-18947
21.7,7.0,Mumbai City,P51900017724,Simna Heights / Shantichndra Heights,ASHRAF VALI MOHAMMAD QURESH,400009,18.96099428,72.83662481,31-12-2019,31-12-2019,06/30/2025,Residential,389.63,389.63,1848.54,01/20/2024,0,0,28,25,0.0,1,6,22,1,0,21,mumbai-city,6,7,8,8,1,Ground to Floor 7,,1849,22.0,,68.2,10.55,10.55,2232764.58,High-Rise,IN-MH-MUM-P51900017724-18960
9.3,3.0,Mumbai Suburban,P51800003751,KISMET CHSL,Midcity Landmarks LLP,400054,19.078441,72.833852,31-07-2019,31-12-2019,12/30/2021,Residential,1254.2,0.0,3724.54,02/15/2022,0,0,8,8,1.0,1,3,17,1,0,1,mumbai-suburban,3,4,5,5,1,Ground to Floor 4,,3725,17.0,,52.7,16.42,16.42,14481086.01,High-Rise,IN-MH-MUM-P51800003751-19078
65.1,21.0,Mumbai City,P51900009280,Chandan Heights,Pavankumar Bachhraj Chandan,400004,18.956708,72.827883,31-01-2010,31-12-2017,0,Others,581.56,0.0,4573.31,04/19/2022,0,0,123,118,0.0,1,3,19,0,0,27,mumbai-city,3,3,4,21,18,Ground to Floor 3,"Floor 10, Floor 17",254,19.0,,58.9,10.34,10.34,8244927.91,High-Rise,IN-MH-MUM-P51900009280-18956
21.7,7.0,Mumbai City,P51900016858,AMAN GRIHA,CITYMAKER BUILDERS PVT LTD,400004,18.95640659,72.82730011,30-12-2021,30-12-2021,0,Residential,777.15,0.0,8672.66,02/18/2023,0,0,168,146,1.0,1,0,23,1,0,60,mumbai-city,0,1,2,7,6,Ground to Floor 1,,1445,23.0,,71.3,10.32,10.32,20893868.93,High-Rise,IN-MH-MUM-P51900016858-18956
21.7,7.0,Mumbai City,P51900051597,Sugee Renaissance,Sugee Two Developers LLP,400004,18.95809098,72.81859098,30-09-2026,30-09-2026,0,Residential,559.37,0.0,4068.71,02-05-2024,2,0,26,13,0.0,1,0,22,0,0,0,mumbai-city,0,0,1,7,7,Ground Only,,581,22.0,,68.2,10.4,10.4,7055334.37,High-Rise,IN-MH-MUM-P51900051597-18958
21.7,7.0,Mumbai City,P51900004810,PRAMAN HERITAGE,PRAMAN DEVELOPERS,400004,18.95704,72.823102,30-09-2018,31-12-2019,0,Residential,844.46,0.0,3161.04,03-01-2020,0,0,36,36,1.0,1,0,8,1,0,30,mumbai-city,0,1,2,7,6,Ground to Floor 1,,527,8.0,,24.8,10.35,10.35,8275052.7,Mid-Rise,IN-MH-MUM-P51900004810-18957
21.7,7.0,Mumbai City,P51900022063,ABIL Mansion,Arindam Developers LLP,400007,18.95652272,72.81302017,30-03-2024,30-03-2024,0,Residential,1061.04,0.0,4200.48,03/22/2024,0,0,33,4,1.0,1,9,24,0,0,52,mumbai-city,0,0,1,7,7,Ground Only,,600,24.0,,74.4,10.33,10.33,13816319.63,High-Rise,IN-MH-MUM-P51900022063-18956
21.7,7.0,Mumbai City,P51900052238,KRYPTON CROWN,KRYPTON CREATION,400007,18.9643081,72.8177934,31-03-2027,31-03-2027,0,Residential,513.38,0.0,2902.62,02-10-2024,0,0,17,0,1.0,1,0,20,0,0,0,mumbai-city,0,0,1,7,7,Ground Only,,415,20.0,,62.0,10.72,10.72,4619455.87,High-Rise,IN-MH-MUM-P51900052238-18964
21.7,7.0,Mumbai City,P51900004674,Krishvi Heights,M/s Shagun Associates,400004,18.956985,72.820999,31-10-2018,31-12-2019,12/31/2022,Others,1104.52,0.0,5610.88,12/16/2022,0,0,33,25,1.0,1,7,40,0,0,68,mumbai-city,0,0,1,7,7,Ground Only,,802,40.0,,124.0,10.35,10.35,19211720.45,Skyscraper,IN-MH-MUM-P51900004674-18956
18.6,6.0,Mumbai City,P51900009906,THE XCLUSIV,Om Omega Shelters,400018,18.9985145,72.8173545,31-12-2020,30-12-2026,0,Residential,10067.58,852.75,30168.0,09/29/2023,2,1,156,11,2.0,1,6,33,1,0,381,mumbai-city,6,7,8,8,1,Ground to Floor 7,,30168,33.0,,102.3,12.43,12.43,941528135.66,Skyscraper,IN-MH-MUM-P51900009906-18998
18.6,6.0,Mumbai City,P51900010428,AMANN MARINA,MS RELLIANCE CONSTRUCTION CO,400018,18.9985145,72.8173545,31-03-2015,31-12-2018,12/31/2019,Residential,2387.0,1052.01,1735.65,02/17/2020,1,1,30,26,0.0,1,6,23,1,0,0,mumbai-city,6,7,8,8,1,Ground to Floor 7,,1736,23.0,,71.3,12.43,12.43,12843289.31,High-Rise,IN-MH-MUM-P51900010428-18998
18.6,6.0,Mumbai City,P51900005352,47 RACE COURSE,AKSHAY STHAPATYA PVT. LTD.,400018,18.9985145,72.8173545,31-12-2010,30-12-2027,0,Residential,20500.0,1550.0,5026.0,08/15/2021,4,1,19,0,0.0,1,2,12,1,0,48,mumbai-city,2,3,4,6,3,Ground to Floor 3,,1675,12.0,,37.2,12.43,12.43,319402300.0,High-Rise,IN-MH-MUM-P51900005352-18998
18.6,6.0,Mumbai City,P51900011549,SHEEL MARIE CHS,PUSHPAK REALTY DEVELOPERS,400018,18.9985145,72.8173545,31-03-2018,31-03-2018,0,Residential,1379.81,206.95,1827.16,09/19/2019,0,0,25,25,0.0,1,4,14,1,0,1,mumbai-city,4,5,6,6,1,Ground to Floor 5,,1827,14.0,,43.4,12.43,12.43,7815514.28,High-Rise,IN-MH-MUM-P51900011549-18998
21.7,7.0,Mumbai City,P51900008962,THE WORLD TOWERS - WORLD ONE - TIER III AND TRINITY,MACROTECH DEVELOPERS LIMITED,400013,19.0025407,72.8265301,30-06-2021,30-06-2021,06/30/2023,Residential,3506.08,0.0,47159.98,02/27/2024,0,4,369,230,2.0,1,4,77,1,0,923,mumbai-city,4,5,6,7,2,Ground to Floor 5,,23580,77.0,,238.7,12.63,12.63,512574654.3,Skyscraper,IN-MH-MUM-P51900008962-19002
21.7,7.0,Mumbai City,P51900014984,One Lodha Place,MACROTECH DEVELOPERS LIMITED,400013,19.0025407,72.8265301,30-03-2023,30-03-2023,0,Commercial,4410.11,1564.57,15239.48,02/27/2024,1,2,206,191,2.0,1,10,11,0,0,195,mumbai-city,0,0,1,7,7,Ground Only,,2177,11.0,,34.1,12.63,12.63,208344127.74,High-Rise,IN-MH-MUM-P51900014984-19002
21.7,7.0,Mumbai City,P51900008345,THE WORLD TOWERS -  WORLD ONE - TIER II,MACROTECH DEVELOPERS LIMITED,400013,19.0025407,72.8265301,31-12-2017,30-09-2018,09/30/2019,Residential,1874.58,0.0,21901.9,02/27/2024,0,16,61,55,2.0,0,5,34,0,0,189,mumbai-city,5,5,6,7,2,Ground to Floor 5,,10951,34.0,,105.4,12.63,12.63,127276277.48,Skyscraper,IN-MH-MUM-P51900008345-19002
21.7,7.0,Mumbai City,P51900004775,TURQUOISE,MAGNETIC PROPERTIES PRIVATE LIMITED,400026,18.970642,72.809483,31-03-2021,30-03-2022,0,Others,1689.63,0.0,0.0,08-05-2019,0,0,0,0,1.0,1,0,9,0,0,0,mumbai-city,0,0,1,7,7,Ground Only,,0,9.0,,27.9,11.03,11.03,0.0,Mid-Rise,IN-MH-MUM-P51900004775-18970
21.7,7.0,Mumbai City,P51900009079,Amarsons Entallia,D T CORPORATION,400026,18.970642,72.809483,25-03-2020,25-03-2020,09/30/2022,Residential,1390.6,125.07,5582.02,02/23/2023,0,0,19,11,0.0,1,5,18,1,0,1,mumbai-city,5,6,7,7,1,Ground to Floor 6,,5582,18.0,,55.8,11.03,11.03,24063306.74,High-Rise,IN-MH-MUM-P51900009079-18970
24.8,8.0,Mumbai City,P51900018769,Naman Xana,Shree Naman Residency Pvt. Ltd.,400018,19.00379306,72.81319272,28-08-2027,28-08-2027,0,Residential,2584.38,619.42,7551.03,03-12-2024,1,0,17,0,3.0,1,14,23,1,0,174,mumbai-city,0,1,2,8,7,Ground to Floor 1,,1079,23.0,,71.3,12.69,12.69,60495665.83,High-Rise,IN-MH-MUM-P51900018769-19003
21.7,7.0,Mumbai City,P51900015555,PARINEE EMINENCE PHASE 1,Om Omega Shelters Private Limited,400018,18.9967519,72.8223426,30-09-2023,30-09-2023,09/30/2026,Commercial,10067.58,1069.3,45496.0,03/13/2024,2,0,573,50,2.0,1,0,37,1,0,901,mumbai-city,0,1,2,7,6,Ground to Floor 1,,7583,37.0,,114.7,12.34,12.34,1419907321.01,Skyscraper,IN-MH-MUM-P51900015555-18996
31.0,10.0,Mumbai City,P51900003861,DARSHAN RICCO,DARSHAN GROUP,400013,19.0001774,72.82573906,31-12-2018,31-12-2018,12/31/2019,Residential,2528.45,202.33,5641.29,04-05-2023,1,0,50,34,1.0,1,0,23,1,9,90,mumbai-city,0,1,2,10,9,Ground to Floor 1,Floor 8,627,23.0,,71.3,12.51,12.51,44217531.07,High-Rise,IN-MH-MUM-P51900003861-19000
31.0,10.0,Mumbai City,P51900013066,DEE JAY SQUARE A WING,DEE JAY DEVELOPERS,400025,19.014533,72.83269,31-03-2016,30-12-2021,03/31/2025,Others,463.21,0.0,2246.38,03/18/2024,0,0,21,0,0.0,1,0,10,1,0,1,mumbai-city,0,1,2,10,9,Ground to Floor 1,Floor 8,250,10.0,,31.0,13.23,13.23,3225691.61,High-Rise,IN-MH-MUM-P51900013066-19014
21.7,7.0,Mumbai City,P51900000616,Indiabulls Sky Forest -A3,Indiabulls Properties Private Limited,400013,19.007895,72.83296,30-09-2019,30-09-2023,0,Residential,2631.71,9771.61,32231.11,01/31/2024,0,29,219,213,1.0,1,5,54,0,0,0,mumbai-city,5,5,6,7,2,Ground to Floor 5,,16116,54.0,,167.4,12.89,12.89,262951096.94,Skyscraper,IN-MH-MUM-P51900000616-19007
21.7,7.0,Mumbai City,P51900000467,Indiabulls Sky Forest -A2,Indiabulls Properties Private Limited,400013,19.007895,72.83296,30-09-2019,30-09-2023,0,Residential,2631.71,9771.61,28848.95,01/31/2024,0,19,1095,793,6.0,6,30,324,0,0,0,mumbai-city,0,0,1,7,7,Ground Only,,4121,324.0,,1004.4,12.89,12.89,235358417.63,Skyscraper,IN-MH-MUM-P51900000467-19007
21.7,7.0,Mumbai City,P51900003331,PLUS ART,CHINTAMANI CONSTRUCTION COMPANY,400013,18.996812,72.831906,,,06-01-2026,Others,3545.18,0.0,7045.52,02/26/2024,3,0,111,42,0.0,1,0,18,1,0,141,mumbai-city,0,1,2,7,6,Ground to Floor 1,,19,7.0,,21.7,12.34,12.34,77430673.44,Mid-Rise,IN-MH-MUM-P51900003331-18996
21.7,7.0,Mumbai Suburban,P51800005021,EKTA TRINITY,EKTA HOUSING PRIVATE LIMITED,400054,19.077954,72.839861,31-12-2021,30-12-2022,0,Residential,2785.1,402.51,3246.35,09-06-2023,0,0,58,57,0.0,3,0,47,3,0,0,mumbai-suburban,0,0,1,7,7,Ground Only,,464,47.0,,145.7,16.4,16.4,28028369.09,Skyscraper,IN-MH-MUM-P51800005021-19077
21.7,7.0,Mumbai Suburban,P51800010411,ND Enclave,N & D Constructions LLP,400055,19.07819,72.843701,31-12-2018,31-12-2018,12/31/2019,Residential,468.16,0.0,1258.28,01/24/2020,0,0,20,1,0.0,1,0,12,1,2,1,mumbai-suburban,0,1,2,7,6,Ground to Floor 1,,210,12.0,,37.2,16.41,16.41,1826136.73,High-Rise,IN-MH-MUM-P51800010411-19078
21.7,7.0,Mumbai Suburban,P51800013884,Ramkrishna,SHREEJI LIFESPACE,400052,19.073333,72.838777,31-07-2020,31-07-2020,07/31/2023,Residential,907.2,0.0,2449.44,11-02-2022,0,0,12,0,0.0,1,2,15,1,10,27,mumbai-suburban,2,3,4,7,4,Ground to Floor 3,,612,15.0,,46.5,16.17,16.17,6888609.1,High-Rise,IN-MH-MUM-P51800013884-19073
21.7,7.0,Mumbai City,P51900006752,MANGIRISH,ACCORD ESTATES PVT LTD,400028,19.021186,72.831684,,30-06-2019,06/30/2022,Residential,785.59,0.0,3156.13,03/21/2024,0,0,24,17,0.0,1,4,23,1,2,1,mumbai-city,4,5,6,7,2,Ground to Floor 5,,12,7.0,,21.7,13.56,13.56,7686214.92,Mid-Rise,IN-MH-MUM-P51900006752-19021
21.7,7.0,Mumbai City,P51900008207,PALETTE,SURAJ ESTATE DEVELOPERS LTD,400028,19.018909,72.835023,28-02-2021,30-06-2023,12/31/2025,Residential,3266.75,261.83,4646.27,03-01-2024,0,0,117,101,1.0,1,9,44,1,18,251,mumbai-city,0,1,2,7,6,Ground to Floor 1,,774,44.0,,136.4,13.45,13.45,47052427.82,Skyscraper,IN-MH-MUM-P51900008207-19018
21.7,7.0,Mumbai City,P51900029610,SKYLINE,ARIHANT BUILDERS AND DEVELOPERS,400028,19.01775,72.83582,31-03-2023,31-03-2023,03/31/2024,Residential,303.14,0.0,2312.12,03-08-2024,0,0,63,53,1.0,1,0,25,0,0,28,mumbai-city,0,0,1,7,7,Ground Only,,330,25.0,,77.5,13.39,13.39,2172777.78,High-Rise,IN-MH-MUM-P51900029610-19017
15.5,5.0,Mumbai City,P51900002151,AJMERA CLASSIQUE,JASMIN KISHORECHANDRA AJMERA,400025,19.011045,72.827522,31-12-2022,30-12-2023,0,Residential,738.3,0.0,1183.83,03/20/2023,0,0,11,0,0.0,1,4,16,1,1,24,mumbai-city,4,5,6,6,1,Ground to Floor 5,,1184,16.0,,49.6,13.05,13.05,2709467.24,High-Rise,IN-MH-MUM-P51900002151-19011
46.5,15.0,Mumbai City,P51900009276,KUL Couture,Kumar Builders,400025,19.011813,72.82429,20-11-2016,30-12-2024,0,Residential,1348.13,0.0,8123.07,02-09-2023,5,5,97,94,0.0,2,4,28,2,0,57,mumbai-city,4,6,7,15,9,Ground to Floor 6,Floor 13,903,28.0,,86.8,13.09,13.09,33947958.51,High-Rise,IN-MH-MUM-P51900009276-19011
21.7,7.0,Mumbai City,P51900009379,Raheja Imperia - I,Raheja Universal (Pvt.) Ltd.,400013,19.001597,72.824423,31-12-2019,30-12-2022,0,Residential,1355.0,0.0,44412.96,04/18/2022,0,4,262,215,0.0,1,2,58,1,0,772,mumbai-city,2,3,4,7,4,Ground to Floor 3,,11103,58.0,,179.8,12.58,12.58,186556638.48,Skyscraper,IN-MH-MUM-P51900009379-19001
21.7,7.0,Mumbai City,P51900011726,Eon One,Firstlight Properties Private Limited,400028,19.01770157,72.83207865,31-12-2022,30-12-2023,12/31/2025,Residential,3043.5,380.83,9941.71,03-06-2024,3,1,68,32,1.0,1,7,26,1,0,82,mumbai-city,0,1,2,7,6,Ground to Floor 1,,1657,26.0,,80.6,13.39,13.39,93798542.59,High-Rise,IN-MH-MUM-P51900011726-19017
21.7,7.0,Mumbai City,P51900010718,LOTUS RESIDENCY,LOTUS ENTERPRISES,400013,19.0083734,72.8304087,31-12-2018,30-12-2023,0,Residential,27585.35,9121.64,30834.3,04/24/2023,0,0,431,203,1.0,1,3,42,1,35,510,mumbai-city,3,4,5,7,3,Ground to Floor 4,,10278,42.0,,130.2,12.92,12.92,2636782368.27,Skyscraper,IN-MH-MUM-P51900010718-19008
21.7,7.0,Mumbai City,P51900005054,FLORENCE,ECOSTRUK INFRA PRIVATE LIMITED,400013,19.0083734,72.8304087,30-06-2021,30-06-2022,0,Residential,595.32,0.0,4359.0,02-05-2022,0,0,35,35,0.0,1,0,23,0,0,0,mumbai-city,0,0,1,7,7,Ground Only,,623,23.0,,71.3,12.92,12.92,8044499.63,High-Rise,IN-MH-MUM-P51900005054-19008
